BillID,CustomerID,Region,UtilityType,BillMonth,UnitsConsumed,RatePerUnit,ExpectedAmount,BilledAmount,PaymentStatus,DueDate,PaidDate,Discrepancy,DiscrepancyFlag
BILL01170,CUST0098,South,Gas,Mar-2024,14.6,45.0,657.0,657.0,Paid,2024-03-21,2024-03-09,0.0,No
BILL01171,CUST0098,South,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Overdue,2024-03-21,,0.0,No
BILL01172,CUST0099,East,Electricity,Mar-2024,266.9,7.2,1921.68,1921.68,Paid,2024-03-21,2024-03-15,0.0,No
BILL01173,CUST0099,East,Water,Mar-2024,18.5,18.5,342.25,342.25,Overdue,2024-03-21,,0.0,No
BILL01174,CUST0099,East,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-09,0.0,No
BILL01175,CUST0100,South,Electricity,Mar-2024,204.8,7.2,1474.56,1695.74,Paid,2024-03-21,2024-03-12,221.18,Yes
BILL01176,CUST0100,South,Water,Mar-2024,16.6,18.5,307.1,307.1,Paid,2024-03-21,2024-03-20,0.0,No
BILL01177,CUST0100,South,Gas,Mar-2024,6.9,45.0,310.5,310.5,Overdue,2024-03-21,,0.0,No
BILL01178,CUST0100,South,Telecom,Mar-2024,1.0,1.0,1.0,1.3,Overdue,2024-03-21,,0.3,No
BILL01179,CUST0101,South,Electricity,Mar-2024,190.7,7.2,1373.04,1373.04,Paid,2024-03-21,2024-03-17,0.0,No
BILL01180,CUST0101,South,Gas,Mar-2024,8.7,45.0,391.5,391.5,Paid,2024-03-21,2024-03-14,0.0,No
BILL01181,CUST0101,South,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-12,0.0,No
BILL01182,CUST0102,Central,Electricity,Mar-2024,333.5,7.2,2401.2,2401.2,Paid,2024-03-21,2024-03-15,0.0,No
BILL01183,CUST0102,Central,Water,Mar-2024,22.6,18.5,418.1,418.1,Paid,2024-03-21,2024-03-15,0.0,No
BILL01184,CUST0102,Central,Gas,Mar-2024,7.3,45.0,328.5,328.5,Pending,2024-03-21,,0.0,No
BILL01185,CUST0102,Central,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Overdue,2024-03-21,,0.0,No
BILL01186,CUST0103,Central,Electricity,Mar-2024,306.4,7.2,2206.08,2206.08,Overdue,2024-03-21,,0.0,No
BILL01187,CUST0103,Central,Water,Mar-2024,13.1,18.5,242.35,242.35,Paid,2024-03-21,2024-03-18,0.0,No
BILL01188,CUST0103,Central,Gas,Mar-2024,11.3,45.0,508.5,508.5,Paid,2024-03-21,2024-03-21,0.0,No
BILL01189,CUST0103,Central,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-08,0.0,No
BILL01190,CUST0104,East,Electricity,Mar-2024,191.9,7.2,1381.68,1381.68,Pending,2024-03-21,,0.0,No
BILL01191,CUST0104,East,Water,Mar-2024,18.5,18.5,342.25,342.25,Paid,2024-03-21,2024-03-15,0.0,No
BILL01192,CUST0104,East,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-13,0.0,No
BILL01193,CUST0105,Central,Electricity,Mar-2024,213.9,7.2,1540.08,1540.08,Paid,2024-03-21,2024-03-14,0.0,No
BILL01194,CUST0105,Central,Water,Mar-2024,19.6,18.5,362.6,362.6,Paid,2024-03-21,2024-03-06,0.0,No
BILL01195,CUST0105,Central,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-16,0.0,No
BILL01196,CUST0106,West,Electricity,Mar-2024,276.4,7.2,1990.08,1990.08,Paid,2024-03-21,2024-03-15,0.0,No
BILL01197,CUST0106,West,Water,Mar-2024,17.9,18.5,331.15,331.15,Overdue,2024-03-21,,0.0,No
BILL01198,CUST0106,West,Gas,Mar-2024,13.7,45.0,616.5,616.5,Paid,2024-03-21,2024-03-15,0.0,No
BILL01199,CUST0106,West,Telecom,Mar-2024,1.0,1.0,1.0,1.2,Pending,2024-03-21,,0.2,No
BILL01200,CUST0107,Central,Electricity,Mar-2024,331.8,7.2,2388.96,2388.96,Paid,2024-03-21,2024-03-14,0.0,No
BILL01201,CUST0107,Central,Water,Mar-2024,18.6,18.5,344.1,344.1,Paid,2024-03-21,2024-03-09,0.0,No
BILL01202,CUST0107,Central,Gas,Mar-2024,10.7,45.0,481.5,481.5,Overdue,2024-03-21,,0.0,No
BILL01203,CUST0107,Central,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-20,0.0,No
BILL01204,CUST0108,West,Electricity,Mar-2024,282.6,7.2,2034.72,2034.72,Pending,2024-03-21,,0.0,No
BILL01205,CUST0108,West,Gas,Mar-2024,12.1,45.0,544.5,544.5,Paid,2024-03-21,2024-03-20,0.0,No
BILL01206,CUST0108,West,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-20,0.0,No
BILL01207,CUST0109,East,Electricity,Mar-2024,207.9,7.2,1496.88,1496.88,Overdue,2024-03-21,,0.0,No
BILL01208,CUST0109,East,Water,Mar-2024,14.7,18.5,271.95,271.95,Paid,2024-03-21,2024-03-12,0.0,No
BILL01209,CUST0109,East,Gas,Mar-2024,7.8,45.0,351.0,456.3,Overdue,2024-03-21,,105.3,Yes
BILL01210,CUST0109,East,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-18,0.0,No
BILL01211,CUST0110,South,Electricity,Mar-2024,175.4,7.2,1262.88,1262.88,Overdue,2024-03-21,,0.0,No
BILL01212,CUST0110,South,Water,Mar-2024,14.5,18.5,268.25,268.25,Paid,2024-03-21,2024-03-21,0.0,No
BILL01213,CUST0110,South,Gas,Mar-2024,9.8,45.0,441.0,441.0,Pending,2024-03-21,,0.0,No
BILL01214,CUST0110,South,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-16,0.0,No
BILL01215,CUST0111,South,Electricity,Mar-2024,232.3,7.2,1672.56,1672.56,Paid,2024-03-21,2024-03-07,0.0,No
BILL01216,CUST0111,South,Water,Mar-2024,24.2,18.5,447.7,537.24,Pending,2024-03-21,,89.54,Yes
BILL01217,CUST0111,South,Gas,Mar-2024,10.0,45.0,450.0,450.0,Paid,2024-03-21,2024-03-09,0.0,No
BILL01218,CUST0112,Central,Electricity,Mar-2024,266.7,7.2,1920.24,1920.24,Pending,2024-03-21,,0.0,No
BILL01219,CUST0112,Central,Water,Mar-2024,13.8,18.5,255.3,255.3,Paid,2024-03-21,2024-03-20,0.0,No
BILL01220,CUST0112,Central,Gas,Mar-2024,18.4,45.0,828.0,828.0,Pending,2024-03-21,,0.0,No
BILL01221,CUST0112,Central,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-17,0.0,No
BILL01222,CUST0113,West,Electricity,Mar-2024,268.6,7.2,1933.92,2224.01,Paid,2024-03-21,2024-03-06,290.09,Yes
BILL01223,CUST0113,West,Water,Mar-2024,21.2,18.5,392.2,392.2,Paid,2024-03-21,2024-03-06,0.0,No
BILL01224,CUST0113,West,Gas,Mar-2024,13.2,45.0,594.0,594.0,Paid,2024-03-21,2024-03-08,0.0,No
BILL01225,CUST0113,West,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-13,0.0,No
BILL01226,CUST0114,North,Electricity,Mar-2024,242.2,7.2,1743.84,1743.84,Pending,2024-03-21,,0.0,No
BILL01227,CUST0114,North,Telecom,Mar-2024,1.0,1.0,1.0,0.75,Paid,2024-03-21,2024-03-12,-0.25,No
BILL01228,CUST0115,North,Electricity,Mar-2024,241.2,7.2,1736.64,1302.48,Paid,2024-03-21,2024-03-16,-434.16,Yes
BILL01229,CUST0115,North,Water,Mar-2024,22.8,18.5,421.8,421.8,Paid,2024-03-21,2024-03-16,0.0,No
BILL01230,CUST0115,North,Gas,Mar-2024,18.6,45.0,837.0,837.0,Paid,2024-03-21,2024-03-20,0.0,No
BILL01231,CUST0116,North,Electricity,Mar-2024,216.6,7.2,1559.52,1559.52,Paid,2024-03-21,2024-03-19,0.0,No
BILL01232,CUST0116,North,Water,Mar-2024,11.2,18.5,207.2,207.2,Paid,2024-03-21,2024-03-06,0.0,No
BILL01233,CUST0116,North,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-15,0.0,No
BILL01234,CUST0117,South,Electricity,Mar-2024,404.8,7.2,2914.56,2914.56,Paid,2024-03-21,2024-03-19,0.0,No
BILL01235,CUST0117,South,Water,Mar-2024,14.0,18.5,259.0,259.0,Overdue,2024-03-21,,0.0,No
BILL01236,CUST0117,South,Gas,Mar-2024,16.9,45.0,760.5,760.5,Paid,2024-03-21,2024-03-11,0.0,No
BILL01237,CUST0117,South,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-17,0.0,No
BILL01238,CUST0118,South,Electricity,Mar-2024,216.8,7.2,1560.96,1560.96,Pending,2024-03-21,,0.0,No
BILL01239,CUST0118,South,Water,Mar-2024,20.8,18.5,384.8,384.8,Overdue,2024-03-21,,0.0,No
BILL01240,CUST0118,South,Gas,Mar-2024,16.9,45.0,760.5,760.5,Paid,2024-03-21,2024-03-18,0.0,No
BILL01241,CUST0119,West,Electricity,Mar-2024,227.3,7.2,1636.56,1391.08,Pending,2024-03-21,,-245.48,Yes
BILL01242,CUST0119,West,Water,Mar-2024,17.0,18.5,314.5,314.5,Paid,2024-03-21,2024-03-15,0.0,No
BILL01243,CUST0119,West,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Pending,2024-03-21,,0.0,No
BILL01244,CUST0120,Central,Electricity,Mar-2024,189.1,7.2,1361.52,1361.52,Paid,2024-03-21,2024-03-21,0.0,No
BILL01245,CUST0120,Central,Gas,Mar-2024,10.1,45.0,454.5,454.5,Paid,2024-03-21,2024-03-21,0.0,No
BILL01246,CUST0120,Central,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Pending,2024-03-21,,0.0,No
BILL01247,CUST0001,North,Electricity,Apr-2024,252.0,7.2,1814.4,1814.4,Paid,2024-04-21,2024-04-20,0.0,No
BILL01248,CUST0001,North,Water,Apr-2024,14.2,18.5,262.7,262.7,Paid,2024-04-21,2024-04-11,0.0,No
BILL01249,CUST0001,North,Gas,Apr-2024,12.7,45.0,571.5,571.5,Overdue,2024-04-21,,0.0,No
BILL01250,CUST0002,North,Electricity,Apr-2024,156.6,7.2,1127.52,1127.52,Paid,2024-04-21,2024-04-21,0.0,No
BILL01251,CUST0002,North,Water,Apr-2024,19.7,18.5,364.45,364.45,Pending,2024-04-21,,0.0,No
BILL01252,CUST0002,North,Gas,Apr-2024,14.5,45.0,652.5,652.5,Overdue,2024-04-21,,0.0,No
BILL01253,CUST0002,North,Telecom,Apr-2024,1.0,1.0,1.0,1.2,Paid,2024-04-21,2024-04-16,0.2,No
BILL01254,CUST0003,East,Electricity,Apr-2024,272.4,7.2,1961.28,1961.28,Paid,2024-04-21,2024-04-12,0.0,No
BILL01255,CUST0003,East,Water,Apr-2024,24.1,18.5,445.85,445.85,Paid,2024-04-21,2024-04-08,0.0,No
BILL01256,CUST0003,East,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Pending,2024-04-21,,0.0,No
BILL01257,CUST0004,South,Electricity,Apr-2024,350.4,7.2,2522.88,2522.88,Paid,2024-04-21,2024-04-10,0.0,No
BILL01258,CUST0004,South,Water,Apr-2024,20.1,18.5,371.85,371.85,Overdue,2024-04-21,,0.0,No
BILL01259,CUST0004,South,Gas,Apr-2024,9.9,45.0,445.5,534.6,Overdue,2024-04-21,,89.1,Yes
BILL01260,CUST0004,South,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-12,0.0,No
BILL01261,CUST0005,South,Electricity,Apr-2024,283.5,7.2,2041.2,2041.2,Pending,2024-04-21,,0.0,No
BILL01262,CUST0005,South,Water,Apr-2024,18.4,18.5,340.4,340.4,Paid,2024-04-21,2024-04-17,0.0,No
BILL01263,CUST0005,South,Gas,Apr-2024,13.6,45.0,612.0,734.4,Pending,2024-04-21,,122.4,Yes
BILL01264,CUST0005,South,Telecom,Apr-2024,1.0,1.0,1.0,0.75,Paid,2024-04-21,2024-04-19,-0.25,No
BILL01265,CUST0006,South,Electricity,Apr-2024,260.2,7.2,1873.44,1873.44,Paid,2024-04-21,2024-04-12,0.0,No
BILL01266,CUST0006,South,Gas,Apr-2024,7.8,45.0,351.0,351.0,Paid,2024-04-21,2024-04-15,0.0,No
BILL01267,CUST0006,South,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-07,0.0,No
BILL01268,CUST0007,North,Electricity,Apr-2024,195.8,7.2,1409.76,1409.76,Paid,2024-04-21,2024-04-18,0.0,No
BILL01269,CUST0007,North,Gas,Apr-2024,9.8,45.0,441.0,441.0,Paid,2024-04-21,2024-04-10,0.0,No
BILL01270,CUST0007,North,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Overdue,2024-04-21,,0.0,No
BILL01271,CUST0008,Central,Electricity,Apr-2024,315.5,7.2,2271.6,2271.6,Paid,2024-04-21,2024-04-12,0.0,No
BILL01272,CUST0008,Central,Water,Apr-2024,21.0,18.5,388.5,388.5,Paid,2024-04-21,2024-04-17,0.0,No
BILL01273,CUST0008,Central,Telecom,Apr-2024,1.0,1.0,1.0,1.2,Paid,2024-04-21,2024-04-08,0.2,No
BILL01274,CUST0009,North,Electricity,Apr-2024,231.0,7.2,1663.2,1663.2,Overdue,2024-04-21,,0.0,No
BILL01275,CUST0009,North,Water,Apr-2024,24.1,18.5,445.85,445.85,Paid,2024-04-21,2024-04-10,0.0,No
BILL01276,CUST0009,North,Gas,Apr-2024,12.4,45.0,558.0,558.0,Pending,2024-04-21,,0.0,No
BILL01277,CUST0009,North,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Overdue,2024-04-21,,0.0,No
BILL01278,CUST0010,Central,Electricity,Apr-2024,273.6,7.2,1969.92,1969.92,Paid,2024-04-21,2024-04-07,0.0,No
BILL01279,CUST0010,Central,Gas,Apr-2024,12.6,45.0,567.0,567.0,Pending,2024-04-21,,0.0,No
BILL01280,CUST0010,Central,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-13,0.0,No
BILL01281,CUST0011,West,Electricity,Apr-2024,258.0,7.2,1857.6,1857.6,Paid,2024-04-21,2024-04-11,0.0,No
BILL01282,CUST0011,West,Water,Apr-2024,17.2,18.5,318.2,318.2,Paid,2024-04-21,2024-04-21,0.0,No
BILL01283,CUST0012,North,Electricity,Apr-2024,292.5,7.2,2106.0,2106.0,Paid,2024-04-21,2024-04-10,0.0,No
BILL01284,CUST0012,North,Water,Apr-2024,22.8,18.5,421.8,421.8,Paid,2024-04-21,2024-04-18,0.0,No
BILL01285,CUST0012,North,Gas,Apr-2024,9.6,45.0,432.0,432.0,Pending,2024-04-21,,0.0,No
BILL01286,CUST0012,North,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-14,0.0,No
BILL01287,CUST0013,North,Electricity,Apr-2024,139.8,7.2,1006.56,1006.56,Paid,2024-04-21,2024-04-11,0.0,No
BILL01288,CUST0013,North,Water,Apr-2024,20.5,18.5,379.25,379.25,Paid,2024-04-21,2024-04-08,0.0,No
BILL01289,CUST0013,North,Gas,Apr-2024,8.7,45.0,391.5,391.5,Paid,2024-04-21,2024-04-16,0.0,No
BILL01290,CUST0013,North,Telecom,Apr-2024,1.0,1.0,1.0,1.3,Pending,2024-04-21,,0.3,No
BILL01291,CUST0014,North,Water,Apr-2024,19.9,18.5,368.15,368.15,Paid,2024-04-21,2024-04-07,0.0,No
BILL01292,CUST0014,North,Gas,Apr-2024,19.5,45.0,877.5,877.5,Paid,2024-04-21,2024-04-18,0.0,No
BILL01293,CUST0014,North,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Pending,2024-04-21,,0.0,No
BILL01294,CUST0015,South,Electricity,Apr-2024,300.3,7.2,2162.16,2162.16,Paid,2024-04-21,2024-04-15,0.0,No
BILL01295,CUST0015,South,Water,Apr-2024,18.4,18.5,340.4,340.4,Overdue,2024-04-21,,0.0,No
BILL01296,CUST0015,South,Gas,Apr-2024,11.7,45.0,526.5,447.52,Paid,2024-04-21,2024-04-07,-78.98,Yes
BILL01297,CUST0015,South,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-15,0.0,No
BILL01298,CUST0016,South,Electricity,Apr-2024,232.6,7.2,1674.72,1674.72,Paid,2024-04-21,2024-04-12,0.0,No
BILL01299,CUST0016,South,Water,Apr-2024,19.3,18.5,357.05,357.05,Pending,2024-04-21,,0.0,No
BILL01300,CUST0016,South,Gas,Apr-2024,13.0,45.0,585.0,585.0,Paid,2024-04-21,2024-04-09,0.0,No
BILL01301,CUST0016,South,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-20,0.0,No
BILL01302,CUST0017,Central,Water,Apr-2024,23.0,18.5,425.5,425.5,Paid,2024-04-21,2024-04-12,0.0,No
BILL01303,CUST0017,Central,Gas,Apr-2024,11.5,45.0,517.5,517.5,Pending,2024-04-21,,0.0,No
BILL01304,CUST0017,Central,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-09,0.0,No
BILL01305,CUST0018,Central,Electricity,Apr-2024,282.2,7.2,2031.84,2031.84,Paid,2024-04-21,2024-04-17,0.0,No
BILL01306,CUST0018,Central,Water,Apr-2024,13.5,18.5,249.75,249.75,Overdue,2024-04-21,,0.0,No
BILL01307,CUST0018,Central,Gas,Apr-2024,12.1,45.0,544.5,544.5,Overdue,2024-04-21,,0.0,No
BILL01308,CUST0018,Central,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-21,0.0,No
BILL01309,CUST0019,North,Water,Apr-2024,23.4,18.5,432.9,432.9,Overdue,2024-04-21,,0.0,No
BILL01310,CUST0020,Central,Electricity,Apr-2024,278.5,7.2,2005.2,2005.2,Overdue,2024-04-21,,0.0,No
BILL01311,CUST0020,Central,Water,Apr-2024,17.9,18.5,331.15,331.15,Paid,2024-04-21,2024-04-07,0.0,No
BILL01312,CUST0020,Central,Gas,Apr-2024,14.5,45.0,652.5,652.5,Paid,2024-04-21,2024-04-10,0.0,No
BILL01313,CUST0020,Central,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-06,0.0,No
BILL01314,CUST0021,South,Electricity,Apr-2024,283.5,7.2,2041.2,2041.2,Paid,2024-04-21,2024-04-08,0.0,No
BILL01315,CUST0021,South,Water,Apr-2024,18.1,18.5,334.85,334.85,Paid,2024-04-21,2024-04-20,0.0,No
BILL01316,CUST0021,South,Gas,Apr-2024,8.1,45.0,364.5,364.5,Paid,2024-04-21,2024-04-06,0.0,No
BILL01317,CUST0021,South,Telecom,Apr-2024,1.0,1.0,1.0,1.3,Overdue,2024-04-21,,0.3,No
BILL01318,CUST0022,Central,Electricity,Apr-2024,231.7,7.2,1668.24,1668.24,Paid,2024-04-21,2024-04-19,0.0,No
BILL01319,CUST0022,Central,Water,Apr-2024,15.0,18.5,277.5,277.5,Paid,2024-04-21,2024-04-19,0.0,No
BILL01320,CUST0022,Central,Gas,Apr-2024,11.4,45.0,513.0,513.0,Paid,2024-04-21,2024-04-20,0.0,No
BILL01321,CUST0022,Central,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-07,0.0,No
BILL01322,CUST0023,West,Electricity,Apr-2024,281.8,7.2,2028.96,2028.96,Pending,2024-04-21,,0.0,No
BILL01323,CUST0023,West,Water,Apr-2024,17.6,18.5,325.6,325.6,Pending,2024-04-21,,0.0,No
BILL01324,CUST0023,West,Gas,Apr-2024,13.5,45.0,607.5,789.75,Pending,2024-04-21,,182.25,Yes
BILL01325,CUST0023,West,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-06,0.0,No
BILL01326,CUST0024,South,Electricity,Apr-2024,131.5,7.2,946.8,946.8,Paid,2024-04-21,2024-04-12,0.0,No
BILL01327,CUST0024,South,Water,Apr-2024,13.3,18.5,246.05,246.05,Paid,2024-04-21,2024-04-19,0.0,No
BILL01328,CUST0025,West,Electricity,Apr-2024,241.4,7.2,1738.08,1738.08,Paid,2024-04-21,2024-04-13,0.0,No
BILL01329,CUST0025,West,Water,Apr-2024,12.0,18.5,222.0,166.5,Paid,2024-04-21,2024-04-17,-55.5,Yes
BILL01330,CUST0025,West,Gas,Apr-2024,13.8,45.0,621.0,621.0,Paid,2024-04-21,2024-04-14,0.0,No
BILL01331,CUST0025,West,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Pending,2024-04-21,,0.0,No
BILL01332,CUST0026,Central,Electricity,Apr-2024,323.1,7.2,2326.32,1977.37,Paid,2024-04-21,2024-04-17,-348.95,Yes
BILL01333,CUST0026,Central,Water,Apr-2024,16.9,18.5,312.65,312.65,Paid,2024-04-21,2024-04-09,0.0,No
BILL01334,CUST0026,Central,Gas,Apr-2024,16.5,45.0,742.5,742.5,Paid,2024-04-21,2024-04-15,0.0,No
BILL01335,CUST0026,Central,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-13,0.0,No
BILL01336,CUST0027,East,Electricity,Apr-2024,229.8,7.2,1654.56,1406.38,Paid,2024-04-21,2024-04-06,-248.18,Yes
BILL01337,CUST0027,East,Water,Apr-2024,14.9,18.5,275.65,275.65,Pending,2024-04-21,,0.0,No
BILL01338,CUST0027,East,Gas,Apr-2024,11.1,45.0,499.5,499.5,Pending,2024-04-21,,0.0,No
BILL01339,CUST0027,East,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Pending,2024-04-21,,0.0,No
BILL01340,CUST0028,North,Water,Apr-2024,18.9,18.5,349.65,349.65,Paid,2024-04-21,2024-04-20,0.0,No
BILL01341,CUST0028,North,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Pending,2024-04-21,,0.0,No
BILL01342,CUST0029,South,Electricity,Apr-2024,250.2,7.2,1801.44,1801.44,Paid,2024-04-21,2024-04-13,0.0,No
BILL01343,CUST0029,South,Water,Apr-2024,20.2,18.5,373.7,485.81,Paid,2024-04-21,2024-04-14,112.11,Yes
BILL01344,CUST0029,South,Gas,Apr-2024,15.6,45.0,702.0,702.0,Paid,2024-04-21,2024-04-11,0.0,No
BILL01345,CUST0029,South,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-21,0.0,No
BILL01346,CUST0030,West,Electricity,Apr-2024,160.9,7.2,1158.48,1158.48,Paid,2024-04-21,2024-04-18,0.0,No
BILL01347,CUST0030,West,Water,Apr-2024,5.2,18.5,96.2,96.2,Paid,2024-04-21,2024-04-12,0.0,No
BILL01348,CUST0030,West,Gas,Apr-2024,14.8,45.0,666.0,865.8,Paid,2024-04-21,2024-04-15,199.8,Yes
BILL01349,CUST0030,West,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Pending,2024-04-21,,0.0,No
BILL01350,CUST0031,East,Water,Apr-2024,16.9,18.5,312.65,312.65,Paid,2024-04-21,2024-04-16,0.0,No
BILL01351,CUST0031,East,Gas,Apr-2024,8.5,45.0,382.5,382.5,Paid,2024-04-21,2024-04-07,0.0,No
BILL01352,CUST0031,East,Telecom,Apr-2024,1.0,1.0,1.0,1.2,Overdue,2024-04-21,,0.2,No
BILL01353,CUST0032,East,Electricity,Apr-2024,282.5,7.2,2034.0,2034.0,Overdue,2024-04-21,,0.0,No
BILL01354,CUST0032,East,Water,Apr-2024,21.8,18.5,403.3,403.3,Paid,2024-04-21,2024-04-19,0.0,No
BILL01355,CUST0032,East,Gas,Apr-2024,10.3,45.0,463.5,556.2,Paid,2024-04-21,2024-04-20,92.7,Yes
BILL01356,CUST0032,East,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-19,0.0,No
BILL01357,CUST0033,South,Electricity,Apr-2024,217.2,7.2,1563.84,1563.84,Paid,2024-04-21,2024-04-16,0.0,No
BILL01358,CUST0033,South,Water,Apr-2024,20.0,18.5,370.0,481.0,Pending,2024-04-21,,111.0,Yes
BILL01359,CUST0033,South,Gas,Apr-2024,7.6,45.0,342.0,342.0,Overdue,2024-04-21,,0.0,No
BILL01360,CUST0033,South,Telecom,Apr-2024,1.0,1.0,1.0,0.75,Paid,2024-04-21,2024-04-13,-0.25,No
BILL01361,CUST0034,South,Electricity,Apr-2024,249.1,7.2,1793.52,2152.22,Paid,2024-04-21,2024-04-21,358.7,Yes
BILL01362,CUST0034,South,Water,Apr-2024,20.9,18.5,386.65,386.65,Paid,2024-04-21,2024-04-11,0.0,No
BILL01363,CUST0034,South,Gas,Apr-2024,12.4,45.0,558.0,558.0,Paid,2024-04-21,2024-04-06,0.0,No
BILL01364,CUST0034,South,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Pending,2024-04-21,,0.0,No
BILL01365,CUST0035,East,Electricity,Apr-2024,321.8,7.2,2316.96,1969.42,Paid,2024-04-21,2024-04-06,-347.54,Yes
BILL01366,CUST0035,East,Gas,Apr-2024,11.5,45.0,517.5,517.5,Paid,2024-04-21,2024-04-12,0.0,No
BILL01367,CUST0035,East,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Overdue,2024-04-21,,0.0,No
BILL01368,CUST0036,North,Water,Apr-2024,13.3,18.5,246.05,246.05,Paid,2024-04-21,2024-04-07,0.0,No
BILL01369,CUST0036,North,Gas,Apr-2024,10.7,45.0,481.5,481.5,Paid,2024-04-21,2024-04-20,0.0,No
BILL01370,CUST0036,North,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-09,0.0,No
BILL01371,CUST0037,North,Electricity,Apr-2024,239.6,7.2,1725.12,1725.12,Paid,2024-04-21,2024-04-19,0.0,No
BILL01372,CUST0037,North,Water,Apr-2024,26.6,18.5,492.1,492.1,Paid,2024-04-21,2024-04-20,0.0,No
BILL01373,CUST0037,North,Gas,Apr-2024,7.9,45.0,355.5,355.5,Paid,2024-04-21,2024-04-06,0.0,No
BILL01374,CUST0037,North,Telecom,Apr-2024,1.0,1.0,1.0,1.0,Paid,2024-04-21,2024-04-06,0.0,No
BILL01375,CUST0038,West,Electricity,Apr-2024,338.3,7.2,2435.76,2435.76,Paid,2024-04-21,2024-04-21,0.0,No
BILL01376,CUST0038,West,Telecom,Apr-2024,1.0,1.0,1.0,0.75,Paid,2024-04-21,2024-04-07,-0.25,No
BILL01377,CUST0039,North,Electricity,Apr-2024,209.9,7.2,1511.28,1511.28,Paid,2024-04-21,2024-04-14,0.0,No
BILL01378,CUST0039,North,Water,Apr-2024,23.2,18.5,429.2,364.82,Paid,2024-04-21,2024-04-21,-64.38,Yes
BILL01379,CUST0039,North,Gas,Apr-2024,10.2,45.0,459.0,459.0,Paid,2024-04-21,2024-04-17,0.0,No
BILL01380,CUST0040,East,Electricity,Apr-2024,359.6,7.2,2589.12,2589.12,Pending,2024-04-21,,0.0,No
BILL01381,CUST0040,East,Gas,Apr-2024,14.0,45.0,630.0,630.0,Paid,2024-04-21,2024-04-18,0.0,No
BILL01382,CUST0041,East,Electricity,Apr-2024,220.7,7.2,1589.04,1589.04,Paid,2024-04-21,2024-04-15,0.0,No
BILL01383,CUST0041,East,Water,Apr-2024,28.8,18.5,532.8,532.8,Overdue,2024-04-21,,0.0,No
BILL01384,CUST0041,East,Gas,Apr-2024,10.2,45.0,459.0,459.0,Overdue,2024-04-21,,0.0,No
